Eid,Python,Machine Learning,Deep Learning,Data Analysis,Asp.Net,Ado.Net,VB.Net,C#,Java,Spring Boot,Hibernate,NLP,CV,JS,React,Node,Angular,Dart,Flutter,Vb.Net,Ename,Experience,Total_projects,Rating,Area_of_Interest_1,Area_of_Interest_2,Area_of_Interest_3,Language1,Language2,Language3,AI_project_count,ML_project_count,JS_project_count,Java_project_count,DotNet_project_count,Mobile_project_count
283,1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1,Randolph Glasgow,22,16,0.7272727272727273,AI,Java,DotNet,English,Hindi,Tamil,1,4,4,5,0,2
284,2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,Glen Gautreau,10,13,1.3,Java,Mobile,ML,English,Tamil,Telugu,4,1,4,0,3,1
285,2,2,2,2,0,0,0,1,1,0,0,1,1,4,4,4,4,3,3,0,Michelle Edgar,5,8,1.6,JS,Mobile,ML,English,Kannada,Tamil,2,2,1,0,0,3
286,2,2,2,2,0,0,0,1,1,1,1,1,1,4,4,4,4,0,0,0,Steven Ramos,5,7,1.4,JS,AI,ML,English,Malayalam,Hindi,0,4,2,1,0,0
287,4,4,4,4,1,1,0,1,3,3,3,2,2,1,0,0,0,1,1,1,Helene Schmalz,16,18,1.125,ML,Java,AI,English,Tamil,Kannada,4,5,0,2,6,1
288,1,1,1,1,2,2,0,2,1,1,1,4,4,3,3,3,3,1,1,2,Paul Anderson,21,20,0.9523809523809524,AI,JS,DotNet,English,Kannada,Telugu,4,1,7,4,1,3
289,3,3,3,3,2,2,0,2,1,1,1,1,1,4,4,4,4,1,1,2,Timothy Braziel,22,28,1.2727272727272727,JS,ML,DotNet,English,Kannada,Telugu,4,10,5,3,2,4
290,1,0,0,0,1,1,0,1,1,0,0,3,3,1,1,1,1,1,1,1,Debra Rogers,4,3,0.75,Mobile,AI,DotNet,English,Japenese,Kannada,1,0,2,0,0,0
291,1,1,1,1,2,2,0,2,4,4,4,1,1,3,3,3,3,1,1,2,Michael Wells,20,21,1.05,Java,JS,DotNet,English,Japenese,Chinese,3,3,4,3,5,3
292,1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,2,2,4,Elsie Coney,7,18,2.571428571428572,DotNet,AI,Mobile,English,Malayalam,Hindi,0,6,2,5,4,1
293,1,1,1,1,4,4,0,4,1,1,1,3,3,2,2,2,2,1,1,4,Michael Rolle,14,15,1.0714285714285714,DotNet,AI,JS,English,Kannada,Tamil,3,3,2,2,4,1
294,4,4,4,4,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1,Elsie Cucco,19,27,1.4210526315789471,ML,Java,Mobile,English,Tamil,Japenese,3,7,2,2,5,8
295,1,0,0,0,0,0,0,1,1,0,0,2,2,4,4,4,4,1,1,0,Roy Goins,2,2,1.0,JS,Mobile,AI,English,Telugu,Japenese,1,0,1,0,0,0
296,2,2,2,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,Robert Caroll,2,4,2.0,AI,Mobile,ML,English,Japenese,Chinese,0,1,1,0,2,0
297,1,1,1,1,3,3,0,3,1,1,1,2,2,1,1,1,1,4,4,3,William Woods,22,19,0.8636363636363636,Mobile,DotNet,AI,English,Tamil,Malayalam,3,3,2,5,4,2
298,2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4,Curtis Milam,19,26,1.368421052631579,DotNet,Java,ML,English,Kannada,Hindi,4,6,5,3,2,6
299,1,1,1,1,1,1,0,1,3,3,3,2,2,1,1,1,1,4,4,1,Marie Johnson,17,20,1.1764705882352942,Mobile,Java,AI,English,Tamil,Hindi,3,1,4,5,4,3
300,1,1,1,1,1,1,0,1,3,3,3,2,2,1,0,0,0,1,1,1,Willie Fuoco,6,5,0.8333333333333334,ML,Java,AI,English,Chinese,Japenese,1,0,0,1,1,2
301,1,1,1,1,1,1,0,1,1,1,1,1,1,3,3,3,3,4,4,1,Jack Deyoung,2,6,3.0,Mobile,JS,DotNet,English,Kannada,Tamil,1,1,2,1,0,1
302,1,1,1,1,1,1,0,1,2,2,2,3,3,4,4,4,4,1,1,1,Gary Dollard,17,22,1.2941176470588236,JS,AI,Java,English,Telugu,Hindi,5,6,2,3,1,5
303,1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,3,3,1,Kum Ashcraft,14,17,1.2142857142857142,AI,Mobile,JS,English,Malayalam,Chinese,5,1,4,2,3,2
304,3,3,3,3,4,4,0,4,1,0,0,1,1,2,2,2,2,0,0,4,Dianne White,4,8,2.0,DotNet,ML,JS,English,Hindi,Kannada,2,2,3,0,1,0
305,4,4,4,4,1,1,0,1,3,3,3,1,1,1,1,1,1,2,2,1,Patricia Bourgeois,20,19,0.95,ML,Java,Mobile,English,Telugu,Tamil,3,9,2,2,1,2
306,4,4,4,4,1,1,0,1,1,1,1,2,2,1,1,1,1,3,3,1,Marie Cherry,15,19,1.2666666666666666,ML,Mobile,AI,English,Chinese,Kannada,1,3,2,3,3,7
307,1,1,1,1,1,1,0,1,1,1,1,0,0,3,3,3,3,0,0,1,James Magallon,3,2,0.6666666666666666,DotNet,JS,Java,English,Telugu,Malayalam,0,1,1,0,0,0
308,1,1,1,1,1,1,0,1,4,4,4,1,1,1,1,1,1,1,1,1,Virginia Mcshea,2,4,2.0,Java,Mobile,DotNet,English,Kannada,Telugu,1,1,1,1,0,0
309,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,3,3,1,Doris Jean,9,14,1.5555555555555556,DotNet,Mobile,AI,English,Kannada,Tamil,5,1,5,2,0,1
310,1,0,0,0,2,2,0,2,1,1,1,1,1,3,3,3,3,1,1,2,Kathryn Gault,12,9,0.75,Mobile,JS,DotNet,English,Telugu,Kannada,4,0,3,1,1,0
311,1,1,1,1,1,1,0,1,1,0,0,4,4,2,2,2,2,0,0,1,Ross Markow,4,4,1.0,AI,ML,JS,English,Tamil,Hindi,1,0,1,0,2,0
312,1,1,1,1,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1,Deena York,3,9,3.0,Java,ML,JS,English,Hindi,Tamil,3,0,2,1,2,1
313,4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,1,1,1,Michael Sisk,11,15,1.3636363636363635,ML,JS,DotNet,English,Hindi,Japenese,3,4,2,3,0,3
314,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1,Sandie Bautista,21,24,1.1428571428571428,JS,Java,Mobile,English,Kannada,Telugu,6,2,4,4,4,4
315,1,1,1,1,2,2,0,2,3,3,3,1,1,1,1,1,1,4,4,2,Mary Rhea,20,29,1.45,Mobile,Java,DotNet,English,Telugu,Tamil,1,5,4,5,6,8
316,3,3,3,3,2,2,0,2,1,1,1,0,0,1,1,1,1,1,1,2,Louis Dupont,4,9,2.25,Mobile,ML,DotNet,English,Telugu,Hindi,0,3,4,1,1,0
317,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1,Kerri White,16,21,1.3125,JS,Java,Mobile,English,Hindi,Chinese,4,3,5,4,2,3
318,4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1,Huey Hill,13,18,1.3846153846153846,ML,Java,JS,English,Chinese,Kannada,4,2,2,1,5,4
319,1,1,1,1,1,1,0,1,4,4,4,1,1,3,3,3,3,2,2,1,Neil Elton,6,11,1.8333333333333333,Java,JS,Mobile,English,Kannada,Malayalam,1,1,3,2,2,2
320,1,1,1,1,1,1,0,1,4,4,4,2,2,1,1,1,1,3,3,1,George Mitchell,16,24,1.5,Java,Mobile,AI,English,Malayalam,Tamil,8,6,1,3,4,2
321,4,4,4,4,3,3,0,3,1,1,1,1,1,1,1,1,1,2,2,3,Adrian Cooley,21,28,1.3333333333333333,ML,DotNet,Mobile,English,Japenese,Chinese,3,3,2,5,4,11
322,1,0,0,0,0,0,0,1,3,3,3,2,2,4,4,4,4,0,0,0,Eric Conrad,4,3,0.75,JS,Java,AI,English,Hindi,Malayalam,1,0,1,1,0,0
323,2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4,Marie Sanchez,14,11,0.7857142857142857,DotNet,Java,ML,English,Hindi,Tamil,2,1,3,2,1,2
324,1,1,1,1,1,1,0,1,4,4,4,1,1,1,1,1,1,2,2,1,Gloria Jones,12,8,0.6666666666666666,Java,ML,Mobile,English,Telugu,Tamil,2,0,2,1,2,1
325,1,1,1,1,2,2,0,2,1,0,0,1,1,1,0,0,0,1,1,2,Cindy Mata,2,6,3.0,Mobile,ML,DotNet,English,Telugu,Kannada,4,0,0,0,2,0
326,1,1,1,1,2,2,0,2,1,1,1,0,0,3,3,3,3,4,4,2,Leila Oakes,22,28,1.2727272727272727,Mobile,JS,DotNet,English,Chinese,Japenese,0,5,10,7,4,2
327,2,2,2,2,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1,Lucille Lunsford,10,13,1.3,AI,Java,ML,English,Chinese,Japenese,5,1,2,3,1,1
328,3,3,3,3,1,1,0,1,4,4,4,1,1,1,1,1,1,2,2,1,Sonia Anderson,18,16,0.8888888888888888,Java,ML,Mobile,English,Kannada,Malayalam,1,2,1,6,2,4
329,1,1,1,1,1,1,0,1,2,2,2,3,3,4,4,4,4,1,1,1,Barbara Pritt,12,14,1.1666666666666667,JS,AI,Java,English,Tamil,Hindi,3,4,1,2,3,1
330,1,1,1,1,0,0,0,1,1,1,1,4,4,2,2,2,2,1,1,0,Holly Wakefield,11,7,0.6363636363636364,AI,ML,JS,English,Japenese,Malayalam,2,0,2,2,0,1
331,2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1,Elaine Aliaga,7,18,2.571428571428572,Java,Mobile,ML,English,Kannada,Tamil,6,2,1,4,2,3
332,4,4,4,4,0,0,0,1,1,1,1,2,2,3,3,3,3,1,1,0,Vincent Hatley,14,12,0.8571428571428571,ML,JS,AI,English,Kannada,Hindi,2,1,2,3,0,4
333,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,4,4,1,Gilbert Hudnall,23,16,0.6956521739130435,Mobile,JS,AI,English,Hindi,Kannada,3,9,0,1,1,2
334,2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1,Robbie Dew,18,22,1.2222222222222223,Mobile,Java,ML,English,Chinese,Kannada,3,4,4,4,4,3
335,1,1,1,1,4,4,0,4,2,2,2,1,1,3,3,3,3,1,1,4,Steven Buck,23,25,1.0869565217391304,DotNet,JS,Java,English,Chinese,Kannada,6,2,4,2,7,4
336,3,3,3,3,1,1,0,1,1,0,0,1,1,4,4,4,4,2,2,1,Joseph Stone,23,15,0.6521739130434783,JS,ML,Mobile,English,Hindi,Chinese,3,4,3,0,3,2
337,2,2,2,2,1,1,0,1,1,1,1,4,4,1,1,1,1,3,3,1,Bruce Arnold,8,16,2.0,AI,Mobile,ML,English,Kannada,Chinese,3,3,2,3,4,1
338,1,1,1,1,3,3,0,3,1,1,1,1,1,2,2,2,2,4,4,3,William Grenier,12,17,1.4166666666666667,Mobile,DotNet,JS,English,Tamil,Telugu,2,2,6,2,1,4
339,1,1,1,1,3,3,0,3,1,1,1,4,4,1,1,1,1,2,2,3,Juan Aragon,16,27,1.6875,AI,DotNet,Mobile,English,Malayalam,Telugu,7,5,5,5,3,2
340,1,1,1,1,1,1,0,1,2,2,2,4,4,3,3,3,3,0,0,1,Brain Moe,13,10,0.7692307692307693,AI,JS,Java,English,Japenese,Telugu,4,2,1,1,2,0
341,1,0,0,0,0,0,0,1,1,1,1,3,3,1,0,0,0,1,1,0,Michael Craddock,2,2,1.0,Java,AI,Mobile,English,Malayalam,Chinese,2,0,0,0,0,0
342,1,1,1,1,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4,Courtney Whelan,4,7,1.75,DotNet,Java,JS,English,Tamil,Hindi,2,2,0,1,1,1
343,2,2,2,2,0,0,0,1,3,3,3,4,4,1,1,1,1,1,1,0,John Stevens,13,18,1.3846153846153846,AI,Java,ML,English,Chinese,Malayalam,5,1,5,3,0,4
344,1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1,Katie Barton,12,5,0.4166666666666667,JS,Mobile,ML,English,Hindi,Chinese,1,0,1,1,1,1
345,1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,2,2,1,Lori Spurlock,13,16,1.2307692307692308,AI,Java,Mobile,English,Malayalam,Japenese,2,2,5,1,4,2
346,1,1,1,1,1,1,0,1,2,2,2,1,1,1,1,1,1,4,4,1,Joshua Sand,8,18,2.25,Mobile,DotNet,Java,English,Chinese,Telugu,4,1,4,3,0,6
347,3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,1,1,1,Peggy Luna,18,21,1.1666666666666667,Java,ML,AI,English,Telugu,Malayalam,4,2,2,5,4,4
348,1,1,1,1,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3,Paul Mack,20,19,0.95,AI,DotNet,JS,English,Chinese,Kannada,2,3,5,3,4,2
349,3,3,3,3,1,1,0,1,1,0,0,2,2,1,1,1,1,4,4,1,Peggy Clark,7,6,0.8571428571428571,Mobile,ML,AI,English,Tamil,Japenese,1,1,2,0,1,1
350,1,1,1,1,1,1,0,1,3,3,3,0,0,1,1,1,1,4,4,1,David Williams,4,8,2.0,Mobile,Java,DotNet,English,Kannada,Hindi,0,2,3,1,0,2
351,2,2,2,2,1,1,0,1,1,1,1,3,3,4,4,4,4,0,0,1,Charles Amaya,15,8,0.5333333333333333,JS,AI,ML,English,Hindi,Malayalam,1,4,1,1,1,0
352,3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,1,1,1,Rosella Perze,18,29,1.6111111111111112,Java,ML,AI,English,Telugu,Malayalam,1,5,10,5,4,4
353,3,3,3,3,2,2,0,2,4,4,4,0,0,1,1,1,1,0,0,2,Sarah Young,14,9,0.6428571428571429,Java,ML,DotNet,English,Chinese,Tamil,0,1,2,4,2,0
354,1,1,1,1,2,2,0,2,3,3,3,1,1,4,4,4,4,0,0,2,Kathleen Wheeler,2,8,4.0,JS,Java,DotNet,English,Telugu,Malayalam,2,3,1,1,1,0
355,3,3,3,3,1,1,0,1,1,1,1,4,4,1,1,1,1,2,2,1,Alaine Rehberg,23,16,0.6956521739130435,AI,ML,Mobile,English,Tamil,Japenese,2,4,5,1,2,2
356,2,2,2,2,1,1,0,1,1,0,0,1,1,3,3,3,3,1,1,1,Martha Wilson,6,15,2.5,DotNet,JS,ML,English,Malayalam,Japenese,4,2,6,0,0,3
357,1,0,0,0,1,1,0,1,1,0,0,1,1,2,2,2,2,3,3,1,Anita Harrelson,4,5,1.25,AI,Mobile,JS,English,Tamil,Japenese,0,0,1,0,1,3
358,2,2,2,2,0,0,0,1,3,3,3,1,1,1,1,1,1,4,4,0,Santos Goode,10,11,1.1,Mobile,Java,ML,English,Japenese,Hindi,4,1,2,2,0,2
359,1,1,1,1,4,4,0,4,1,1,1,3,3,2,2,2,2,0,0,4,Chad Gamache,7,7,1.0,DotNet,AI,JS,English,Chinese,Japenese,1,2,1,1,2,0
360,1,1,1,1,2,2,0,2,1,1,1,4,4,3,3,3,3,0,0,2,Patricia Dudley,3,9,3.0,AI,JS,DotNet,English,Kannada,Malayalam,2,2,2,2,1,0
361,2,2,2,2,1,1,0,1,4,4,4,1,1,3,3,3,3,1,1,1,Emilio Marra,7,11,1.5714285714285714,Java,JS,ML,English,Japenese,Tamil,2,1,2,2,3,1
362,1,1,1,1,4,4,0,4,1,1,1,2,2,1,1,1,1,3,3,4,Jason Burden,21,24,1.1428571428571428,DotNet,Mobile,AI,English,Tamil,Japenese,4,3,3,3,6,5
363,1,0,0,0,0,0,0,1,1,0,0,4,4,3,3,3,3,2,2,0,Johnetta Cheung,3,6,2.0,AI,JS,Mobile,English,Telugu,Kannada,1,0,1,0,0,4
364,1,1,1,1,3,3,0,3,2,2,2,1,1,4,4,4,4,1,1,3,Martin Rosado,23,28,1.2173913043478262,JS,DotNet,Java,English,Malayalam,Kannada,4,4,6,6,4,4
365,1,1,1,1,3,3,0,3,2,2,2,4,4,1,1,1,1,1,1,3,Casey Mcintyre,15,17,1.1333333333333333,AI,DotNet,Java,English,Hindi,Japenese,7,1,2,3,2,2
366,1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4,Eleanor Davis,2,4,2.0,DotNet,Mobile,AI,English,Telugu,Japenese,0,1,1,1,1,0
367,1,1,1,1,1,1,0,1,3,3,3,1,1,4,4,4,4,2,2,1,Reynaldo Hart,11,13,1.181818181818182,JS,Java,Mobile,English,Hindi,Kannada,3,4,1,2,2,1
368,3,3,3,3,1,1,0,1,1,1,1,4,4,1,1,1,1,0,0,1,Harold Friedman,3,8,2.6666666666666665,AI,ML,Java,English,Chinese,Hindi,2,3,2,0,1,0
369,1,1,1,1,1,1,0,1,1,0,0,3,3,2,2,2,2,1,1,1,Faith Ramirez,7,14,2.0,Mobile,AI,JS,English,Japenese,Telugu,5,2,2,0,5,0
370,3,3,3,3,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1,Laura Reynolds,21,17,0.8095238095238095,Java,ML,JS,English,Malayalam,Japenese,6,5,1,2,1,2
371,1,0,0,0,1,1,0,1,1,0,0,4,4,1,1,1,1,2,2,1,Lawrence Armstrong,14,6,0.4285714285714285,AI,JS,Mobile,English,Malayalam,Telugu,4,0,0,0,1,1
372,3,3,3,3,1,1,0,1,1,1,1,1,1,4,4,4,4,1,1,1,Katie Pena,7,8,1.1428571428571428,JS,ML,Java,English,Tamil,Kannada,2,3,1,0,1,1
373,1,1,1,1,3,3,0,3,2,2,2,1,1,1,1,1,1,4,4,3,June Gehring,19,20,1.0526315789473684,Mobile,DotNet,Java,English,Chinese,Malayalam,2,5,2,4,5,2
374,2,2,2,2,0,0,0,1,1,1,1,4,4,1,1,1,1,1,1,0,Jessica Tiffany,9,8,0.8888888888888888,AI,Java,ML,English,Japenese,Chinese,2,3,2,0,0,1
375,1,1,1,1,4,4,0,4,1,1,1,3,3,1,0,0,0,2,2,4,Willie Johnson,7,15,2.142857142857143,DotNet,AI,Mobile,English,Hindi,Kannada,4,1,0,4,5,1
376,1,1,1,1,2,2,0,2,4,4,4,1,1,1,0,0,0,1,1,2,Pamela Scruggs,3,7,2.333333333333333,Java,Mobile,DotNet,English,Chinese,Japenese,3,1,0,2,1,0
377,4,4,4,4,1,1,0,1,1,0,0,3,3,1,1,1,1,2,2,1,Kathy Price,9,7,0.7777777777777778,ML,AI,Mobile,English,Chinese,Japenese,3,1,1,0,1,1
378,1,1,1,1,4,4,0,4,3,3,3,1,1,1,1,1,1,2,2,4,Stacey Mcginty,18,23,1.2777777777777777,DotNet,Java,Mobile,English,Tamil,Japenese,5,3,2,5,5,3
379,1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4,Joseph Pribble,12,6,0.5,DotNet,ML,Mobile,English,Hindi,Tamil,1,0,2,1,2,0
380,3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,1,1,1,Beatriz Bruss,9,9,1.0,Java,ML,AI,English,Kannada,Japenese,1,2,1,2,2,1
381,1,1,1,1,3,3,0,3,1,1,1,1,1,1,1,1,1,4,4,3,Miriam Levan,18,17,0.9444444444444444,Mobile,DotNet,Java,English,Chinese,Kannada,4,1,7,0,2,3
382,1,1,1,1,1,1,0,1,3,3,3,2,2,1,1,1,1,4,4,1,Cathy Carns,6,15,2.5,Mobile,Java,AI,English,Telugu,Japenese,2,3,4,3,1,2
383,1,1,1,1,2,2,0,2,1,1,1,1,1,3,3,3,3,1,1,2,Julio Tatom,21,15,0.7142857142857143,ML,JS,DotNet,English,Chinese,Tamil,2,0,6,1,4,2
384,2,2,2,2,1,1,0,1,4,4,4,1,1,3,3,3,3,1,1,1,John Hance,18,28,1.5555555555555556,Java,JS,ML,English,Japenese,Chinese,5,3,5,5,7,3
385,2,2,2,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,Melissa Chean,2,5,2.5,JS,DotNet,ML,English,Japenese,Kannada,2,1,0,0,0,2
386,1,0,0,0,4,4,0,4,1,1,1,3,3,2,2,2,2,1,1,4,Marie Whitt,16,20,1.25,DotNet,AI,JS,English,Chinese,Hindi,4,0,3,7,3,3
387,1,1,1,1,3,3,0,3,4,4,4,1,1,1,1,1,1,2,2,3,Linda Richardson,23,17,0.7391304347826086,Java,DotNet,Mobile,English,Tamil,Hindi,4,1,6,2,2,2
388,2,2,2,2,3,3,0,3,1,1,1,4,4,1,1,1,1,1,1,3,Stephan Perez,23,17,0.7391304347826086,AI,DotNet,ML,English,Telugu,Japenese,5,1,1,3,1,6
389,4,4,4,4,1,1,0,1,2,2,2,1,1,3,3,3,3,1,1,1,Darin Becker,17,27,1.588235294117647,ML,JS,Java,English,Telugu,Hindi,4,2,7,3,5,6
390,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Erin Bade,5,8,1.6,Mobile,JS,DotNet,English,Telugu,Tamil,3,4,0,1,0,0
391,4,4,4,4,2,2,0,2,1,1,1,3,3,1,1,1,1,1,1,2,Rosa Montgomery,24,29,1.2083333333333333,ML,AI,DotNet,English,Hindi,Chinese,3,5,10,2,3,6
392,1,0,0,0,0,0,0,1,1,0,0,1,1,4,4,4,4,1,1,0,Charles Rose,3,2,0.6666666666666666,JS,AI,Mobile,English,Kannada,Chinese,0,0,2,0,0,0
393,2,2,2,2,1,1,0,1,1,1,1,1,1,3,3,3,3,1,1,1,Dana Alba,15,13,0.8666666666666667,Mobile,JS,ML,English,Telugu,Japenese,2,2,4,3,2,0
394,3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1,Armando Smith,24,21,0.875,AI,ML,JS,English,Japenese,Kannada,6,4,4,4,1,2
395,4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,2,2,1,Beverly Klein,8,13,1.625,ML,JS,Mobile,English,Chinese,Malayalam,2,4,2,2,1,2
396,1,0,0,0,1,1,0,1,1,1,1,2,2,1,1,1,1,3,3,1,Theron Smith,11,7,0.6363636363636364,Java,Mobile,AI,English,Chinese,Telugu,2,0,1,0,3,1
397,1,1,1,1,1,1,0,1,2,2,2,1,1,1,1,1,1,1,1,1,Cecilia Islam,5,6,1.2,AI,JS,Java,English,Japenese,Tamil,0,2,0,1,2,1
398,3,3,3,3,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1,Jose Clark,15,16,1.0666666666666669,Java,ML,JS,English,Kannada,Telugu,1,1,6,3,2,3
399,2,2,2,2,0,0,0,1,1,1,1,4,4,3,3,3,3,0,0,0,Donna Farnsworth,4,6,1.5,AI,JS,ML,English,Tamil,Japenese,3,1,1,1,0,0
400,4,4,4,4,2,2,0,2,1,0,0,0,0,1,1,1,1,3,3,2,Valerie Lacy,13,5,0.3846153846153846,ML,Mobile,DotNet,English,Tamil,Kannada,0,1,1,0,1,2
401,1,1,1,1,1,1,0,1,1,1,1,4,4,1,1,1,1,1,1,1,Nydia Schwing,14,19,1.3571428571428572,AI,Mobile,DotNet,English,Telugu,Japenese,4,7,2,6,0,0
402,3,3,3,3,1,1,0,1,4,4,4,2,2,1,1,1,1,1,1,1,Gary Sanchez,8,11,1.375,Java,ML,AI,English,Hindi,Tamil,1,1,2,3,2,2
403,3,3,3,3,1,1,0,1,4,4,4,1,1,1,1,1,1,2,2,1,Cyrus Aragon,19,17,0.8947368421052632,Java,ML,Mobile,English,Chinese,Kannada,1,3,2,3,1,7
404,1,1,1,1,1,1,0,1,1,1,1,3,3,4,4,4,4,2,2,1,Ashley Hippen,23,22,0.9565217391304348,JS,AI,Mobile,English,Kannada,Hindi,1,3,6,3,5,4
405,1,1,1,1,3,3,0,3,2,2,2,1,1,1,0,0,0,4,4,3,Elena Cramer,19,17,0.8947368421052632,Mobile,DotNet,Java,English,Kannada,Telugu,7,4,0,4,1,1
406,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1,Carl Matsuno,19,25,1.3157894736842106,ML,AI,Java,English,Japenese,Telugu,6,8,3,3,3,2
407,2,2,2,2,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4,Laura Allen,24,27,1.125,DotNet,AI,ML,English,Chinese,Hindi,2,7,6,3,2,7
408,4,4,4,4,1,1,0,1,1,1,1,2,2,1,1,1,1,0,0,1,Annie Santana,9,7,0.7777777777777778,ML,JS,AI,English,Chinese,Telugu,3,1,0,1,2,0
409,1,1,1,1,0,0,0,1,2,2,2,4,4,1,1,1,1,3,3,0,Nancy Howe,4,8,2.0,AI,Mobile,Java,English,Telugu,Tamil,2,1,2,1,0,2
410,1,1,1,1,2,2,0,2,1,1,1,1,1,3,3,3,3,0,0,2,Jerome Underwood,2,9,4.5,Java,JS,DotNet,English,Hindi,Malayalam,2,4,1,0,2,0
411,1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1,Rosemary Romero,14,11,0.7857142857142857,AI,Java,DotNet,English,Hindi,Malayalam,1,3,3,2,0,2
412,2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,0,0,1,Cynthia Malkin,13,7,0.5384615384615384,JS,Java,ML,English,Malayalam,Hindi,3,1,0,1,2,0
413,1,1,1,1,4,4,0,4,2,2,2,1,1,1,1,1,1,3,3,4,Dora Rainforth,18,19,1.0555555555555556,DotNet,Mobile,Java,English,Japenese,Tamil,3,5,2,3,4,2
414,1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1,Dennis Bisonette,16,16,1.0,JS,Mobile,AI,English,Kannada,Tamil,0,5,3,2,4,2
415,1,1,1,1,2,2,0,2,4,4,4,1,1,1,1,1,1,3,3,2,Gary Wallace,22,24,1.0909090909090908,Java,Mobile,DotNet,English,Malayalam,Hindi,3,3,7,4,5,2
416,1,1,1,1,1,1,0,1,2,2,2,1,1,1,1,1,1,3,3,1,Cathy Small,10,15,1.5,ML,Mobile,Java,English,Hindi,Tamil,5,0,2,3,1,4
417,1,1,1,1,1,1,0,1,1,1,1,3,3,1,0,0,0,0,0,1,Kenneth Tuten,5,3,0.6,ML,AI,DotNet,English,Malayalam,Kannada,2,0,0,1,0,0
418,2,2,2,2,4,4,0,4,1,1,1,1,1,3,3,3,3,1,1,4,Mary Cush,24,18,0.75,DotNet,JS,ML,English,Malayalam,Chinese,3,2,4,3,2,4
419,4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1,Peter Skeeter,18,15,0.8333333333333334,ML,AI,Java,English,Kannada,Japenese,5,1,2,3,2,2
420,4,4,4,4,1,1,0,1,3,3,3,1,1,2,2,2,2,1,1,1,Joan Mejia,10,18,1.8,ML,Java,JS,English,Kannada,Tamil,2,6,1,4,1,4
421,1,1,1,1,3,3,0,3,4,4,4,1,1,1,1,1,1,2,2,3,Theron Nelson,11,16,1.4545454545454546,Java,DotNet,Mobile,English,Japenese,Telugu,6,2,2,2,2,2
422,1,1,1,1,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,2,Vivian Carver,15,8,0.5333333333333333,JS,ML,DotNet,English,Telugu,Japenese,2,0,0,1,2,3
423,2,2,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,Zachary Hafenstein,10,7,0.7,Java,DotNet,ML,English,Japenese,Chinese,3,3,0,0,0,1
424,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,Amanda Stollings,4,2,0.5,Mobile,Java,ML,English,Malayalam,Tamil,1,0,1,0,0,0
425,2,2,2,2,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1,Frederick Davey,7,19,2.7142857142857144,JS,Mobile,ML,English,Malayalam,Telugu,3,2,3,3,4,4
